customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
3331-HQDTW,female,0,no,no,34,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,mailed check,109.8,3587.25,1
9490-DFPMD,female,1,no,no,42,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.65,3541.35,1
2581-VKIRT,female,0,yes,yes,59,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,65.5,3801.3,0
5442-XSDCW,male,0,yes,yes,11,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),79.5,868.5,1
7426-WEIJX,male,1,yes,yes,60,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.95,4859.1,0
2851-MMUTZ,female,0,no,no,27,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,56.15,1439.35,0
3049-NDXFL,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,mailed check,85.8,85.8,1
8580-AECUZ,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.1,79.1,1
3307-TLCUD,male,0,yes,no,17,no,no phone service,dsl,yes,no,yes,no,no,no,month-to-month,no,mailed check,34.4,592.75,0
6625-FLENO,male,0,yes,no,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.75,1185.95,0
2967-MXRAV,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,18.8,18.8,0
7963-GQRMY,female,0,yes,yes,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.3,134.5,1
8189-HBVRW,female,0,no,no,53,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,electronic check,90.8,4921.2,0
4163-KIUHY,male,0,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,25.6,901.25,0
1228-FZFRV,male,0,yes,yes,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,no,credit card (automatic),105.95,5341.8,1
3500-NSDOA,male,0,yes,yes,68,yes,yes,dsl,no,yes,no,yes,no,yes,two year,no,credit card (automatic),70.8,4859.95,0
1171-TYKUR,male,0,yes,no,47,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,25.4,1139.2,0
3761-FLYZI,female,1,yes,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),108.8,7082.45,0
2058-DCJBE,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.75,324.6,1
5364-XYIRR,male,0,yes,no,51,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.65,4812.75,1
4829-AUOAX,female,0,no,no,46,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,bank transfer (automatic),96.05,4399.5,1
1219-NNDDO,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.85,663.55,0
8388-DMKAE,female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.25,174.65,0
4403-BWPAY,male,0,no,no,14,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),24.8,321.7,0
9659-QEQSY,female,0,no,no,45,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,115.65,5125.5,0
5405-ZMYXQ,female,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.6,548.9,0
5047-LHVLY,male,1,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,50.15,50.15,1
1442-OKRJE,male,0,yes,yes,66,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),103.15,7031.3,0
4737-AQCPU,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),72.1,5016.65,0
9158-VCTQB,female,0,yes,no,41,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,bank transfer (automatic),113.6,4594.95,1
2808-CHTDM,female,0,yes,yes,23,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.1,611.45,0
6311-UEUME,female,0,no,no,29,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,78.9,2384.15,1
0793-TWELN,female,0,no,no,4,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,80.15,319.85,0
3283-WCWXT,male,0,yes,yes,6,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.4,153.3,0
1060-ENTOF,female,1,yes,no,67,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),105.4,7035.6,0
0999-QXNSA,male,1,no,yes,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.75,344.2,0
5451-MHQOF,male,0,yes,yes,56,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,24.45,1431.65,0
4836-WNFNO,female,0,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.0,1849.2,0
9225-BZLNZ,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,no,yes,yes,two year,yes,electronic check,85.25,6083.1,0
0354-VXMJC,male,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.6,426.65,0
4422-QVIJA,female,0,no,yes,35,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,50.15,1655.35,0
9365-SRSZE,male,1,yes,no,27,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.55,1943.9,0
6839-ITVZJ,female,0,yes,yes,26,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,60.05,1616.15,1
8332-OSJDW,male,0,yes,yes,12,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,26.4,314.95,0
4735-BJKOU,female,0,no,no,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,804.85,0
0274-JKUJR,male,0,yes,yes,7,no,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,no,mailed check,58.85,465.7,0
5740-YHGTW,male,0,yes,yes,70,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),97.55,6669.05,0
8917-SZTTJ,male,0,yes,yes,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,1161.75,0
1696-MZVAU,male,0,yes,yes,39,no,no phone service,dsl,no,no,no,no,no,no,one year,yes,credit card (automatic),25.25,947.75,0
7359-WWYJV,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),114.45,8375.05,0
0375-HVGXO,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,34.7,34.7,1
4906-ZHGPK,male,0,yes,yes,54,yes,yes,dsl,no,yes,no,yes,yes,no,one year,yes,electronic check,70.7,3770.0,0
8593-WHYHV,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.3,264.8,1
3795-GWTRD,female,0,yes,yes,63,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),75.55,4707.85,0
1298-PHBTI,male,0,yes,yes,71,yes,yes,fiber optic,no,yes,no,yes,no,no,two year,yes,electronic check,84.8,6152.4,0
6223-DHJGV,female,0,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.65,958.1,0
6961-MJKBO,male,0,no,no,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.45,943.0,0
6097-EQISJ,female,0,yes,yes,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),102.45,6615.15,1
4423-YLHDV,female,0,yes,no,21,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),104.4,2200.25,1
8158-WPEZG,male,0,no,no,11,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,35.65,425.1,0
0107-YHINA,male,0,no,yes,1,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.75,99.75,1
4918-FYJNT,female,1,yes,no,55,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,electronic check,90.45,5044.8,0
0727-BNRLG,male,0,no,no,69,yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,yes,credit card (automatic),97.65,6743.55,0
4854-CIDCF,female,1,no,no,3,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,73.85,196.4,0
8640-SDGKB,male,0,no,no,4,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,74.4,299.7,1
3280-MRDOF,male,1,no,no,30,yes,yes,dsl,no,no,yes,yes,yes,no,two year,yes,credit card (automatic),69.1,2093.9,0
6435-SRWBJ,female,0,no,no,5,yes,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,82.75,417.75,0
9964-WBQDJ,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.4,1725.4,0
6303-KFWSL,female,0,no,no,29,yes,yes,dsl,no,yes,no,no,no,no,one year,yes,electronic check,55.25,1620.2,0
1702-CCFNJ,male,0,yes,no,52,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),61.35,3169.55,0
8932-CZHRQ,male,0,no,no,68,yes,yes,dsl,yes,yes,yes,no,no,yes,one year,no,credit card (automatic),76.75,5233.25,0
0386-CWRGM,female,0,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.4,967.85,0
5515-RUGKN,male,0,no,no,8,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,credit card (automatic),54.75,438.05,0
0404-AHASP,male,0,yes,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.7,1421.9,0
7279-NMVJC,female,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.9,323.15,0
2081-VEYEH,male,0,no,no,3,yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,107.95,318.6,0
6407-UTSLV,female,1,no,no,2,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),83.8,163.7,0
4116-TZAQJ,female,0,no,no,9,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),74.25,639.65,1
9060-HJJRW,female,0,no,no,51,no,no phone service,dsl,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),56.4,2928.5,0
2587-YNLES,female,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.1,100.35,0
7398-SKNQZ,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.9,273.2,0
5935-FCCNB,female,1,no,no,17,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.2,1608.15,0
1958-RNRKS,male,0,yes,no,30,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,49.9,1441.95,0
5136-RGMZO,male,0,no,no,31,yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,71.05,2168.15,0
8345-MVDYC,female,0,no,no,45,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),81.65,3618.7,0
8226-BXGES,male,0,yes,no,64,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,no,bank transfer (automatic),89.45,5692.65,0
3877-JRJIP,male,0,no,no,1,yes,yes,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,59.85,59.85,1
8375-DKEBR,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.6,69.6,1
9705-IOVQQ,male,1,yes,yes,61,yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,no,electronic check,99.0,5969.3,0
1015-OWJKI,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.05,19.05,0
7511-YMXVQ,male,0,no,no,9,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,45.4,418.8,1
2040-XBAVJ,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),114.45,8100.55,0
7551-JOHTI,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.5,19.5,1
8887-IPQNC,female,0,yes,no,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,44.25,313.45,0
8646-JCOMS,female,0,yes,no,66,yes,yes,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),90.55,6130.95,0
9804-ICWBG,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.9,69.9,1
1222-KJNZD,male,0,yes,yes,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.4,745.3,0
0106-GHRQR,male,0,no,no,16,yes,yes,dsl,no,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),71.4,1212.1,0
5318-IXUZF,female,0,no,no,2,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),87.15,183.75,1
3768-VHXQO,male,0,yes,no,67,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.85,1583.5,0
8952-WCVCD,female,0,yes,no,41,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),104.45,4162.05,0
2418-TPEUN,female,0,yes,yes,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.8,1119.9,0
3963-RYFNS,female,0,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.45,8013.55,0
3198-VELRD,female,0,yes,yes,3,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),84.75,264.85,1
8540-ZQGEA,female,0,yes,no,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.05,1102.4,0
1320-REHCS,male,1,no,no,52,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.75,5832.0,0
4137-JOPHL,female,0,no,no,50,yes,no,fiber optic,no,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),89.7,4304.5,0
9436-ZBZCT,male,0,no,no,14,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,89.95,1178.4,1
7801-CEDNV,male,0,yes,no,27,yes,no,dsl,yes,no,no,no,no,no,one year,no,credit card (automatic),48.7,1421.75,0
2057-BOYKM,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),96.6,6827.5,0
3658-QQJYD,male,0,no,no,62,yes,no,dsl,yes,yes,no,no,yes,yes,one year,yes,credit card (automatic),74.3,4698.05,0
1803-BGNBD,female,0,no,no,12,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,54.3,654.5,0
0134-XWXCE,female,1,no,no,44,yes,no,dsl,no,no,yes,yes,yes,yes,one year,no,bank transfer (automatic),74.85,3268.05,0
6950-TWMYB,male,0,yes,yes,54,yes,no,fiber optic,no,yes,no,yes,no,no,two year,yes,bank transfer (automatic),79.95,4362.05,0
5848-FHRFC,female,0,no,no,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.05,1386.9,0
2243-FNMMI,male,0,no,no,20,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.4,415.4,0
2511-MORQY,male,0,yes,yes,50,yes,yes,dsl,no,no,yes,no,no,no,one year,no,bank transfer (automatic),54.9,2614.1,0
5356-KZCKT,male,0,no,no,58,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.45,1513.6,0
9470-XCCEM,male,0,yes,yes,35,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),89.65,3161.6,0
6519-CFDBX,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.4,80.95,0
3902-MIVLE,male,0,yes,yes,63,yes,yes,dsl,yes,no,yes,yes,no,yes,two year,no,mailed check,75.7,4676.7,0
0409-WTMPL,female,0,yes,no,58,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),110.65,6526.65,0
8763-KIAFH,female,0,yes,yes,27,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.55,583.3,0
3669-WHAFY,female,0,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),115.15,8078.1,0
3055-VTCGS,female,0,no,no,63,yes,no,dsl,no,no,yes,no,no,yes,one year,no,credit card (automatic),58.55,3503.5,0
3144-KMTWZ,male,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),93.25,6669.45,0
7279-BUYWN,female,1,no,no,41,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,electronic check,113.2,4689.5,1
7156-MHUGY,male,1,no,no,13,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,90.5,1201.15,1
7198-GLXTC,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,79.0,143.65,1
2007-QVGAW,female,0,yes,yes,68,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),19.35,1292.65,0
5207-PLSTK,male,0,yes,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.75,48.75,0
2307-FYNNL,male,1,no,no,65,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic check,109.05,7108.2,0
5605-XNWEN,male,1,yes,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),25.0,1802.55,0
2155-AMQRX,female,0,no,no,28,yes,yes,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),54.9,1505.15,0
6181-AXXYF,male,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.75,1859.1,0
