customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
5118-MUEYH,female,0,yes,no,48,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),105.1,5083.55,0
1970-KKFWL,female,0,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.3,797.1,0
2960-NKRSO,male,0,no,no,24,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,yes,electronic check,85.95,2107.15,0
9830-ECLEN,male,0,yes,yes,58,no,no phone service,dsl,yes,yes,yes,no,yes,no,one year,no,mailed check,50.0,2919.85,0
9824-QCJPK,male,0,yes,no,36,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.0,666.75,0
5599-HVLTW,female,1,no,no,14,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),80.35,1058.1,0
7878-RTCZG,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.9,19.9,0
2831-EBWRN,male,0,no,no,4,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.9,199.75,0
1624-WOIWJ,female,0,no,no,10,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,mailed check,84.7,832.05,1
1965-DDBWU,male,0,no,no,16,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.05,1448.6,1
8421-WZOOW,female,1,yes,yes,57,yes,no,fiber optic,no,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),95.3,5567.45,0
6504-VBLFL,male,0,yes,no,55,yes,no,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,58.6,3068.6,0
9095-HFAFX,female,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),81.0,389.6,1
0454-OKRCT,male,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,two year,no,bank transfer (automatic),80.6,2651.1,0
8785-CJSHH,female,0,yes,no,60,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,99.8,5985.75,0
9308-ANMVE,male,0,no,yes,47,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic check,55.3,2654.05,0
7852-LECYP,male,1,yes,no,13,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,no,credit card (automatic),93.8,1261.0,0
8080-DDEMJ,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.1,45.1,1
6615-NGGZJ,male,0,no,no,14,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.55,1415.55,1
7508-DQAKK,female,0,no,no,64,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),86.4,5442.05,0
3709-OIJEA,male,0,no,no,26,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,yes,electronic check,85.2,2184.6,0
3898-GUYTS,female,1,no,no,45,yes,yes,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,97.05,4385.05,0
2669-QVCRG,female,0,no,no,41,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),81.3,3190.65,0
7427-AUFPY,male,0,no,no,54,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,1008.7,0
0147-ESWWR,female,1,yes,no,39,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,101.25,3949.15,0
1621-YNCJH,female,0,yes,no,36,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),106.05,3834.4,0
1791-PQHBB,female,0,no,yes,2,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,credit card (automatic),61.2,125.95,0
8861-HGGKB,female,0,no,no,10,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,86.45,830.85,1
6386-SZZKH,female,0,yes,yes,49,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),107.95,5293.2,1
2550-AEVRU,female,0,yes,yes,57,yes,no,dsl,yes,yes,no,no,no,no,one year,no,electronic check,53.45,3053.0,0
5895-QSXOD,male,0,no,no,9,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.05,657.5,0
4430-YHXGG,female,0,no,yes,4,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,25.45,84.2,0
1754-GKYPY,male,1,yes,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),89.75,1938.9,0
8868-WOZGU,male,0,no,no,28,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.7,2979.5,1
2662-NNTDK,male,0,no,no,65,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),24.8,1600.95,0
9103-CXVOK,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,19.75,19.75,0
5889-LFOLL,female,0,no,no,13,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.6,1115.2,1
4000-VGMQP,male,0,yes,yes,38,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,no,credit card (automatic),78.95,2862.55,0
3393-FMZPV,female,0,no,no,25,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.25,2387.75,1
1452-KIOVK,male,0,no,yes,22,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),89.1,1949.4,0
9786-IJYDL,female,0,no,no,35,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,113.2,3914.05,0
9206-GVPEQ,male,0,yes,no,13,no,no phone service,dsl,yes,no,no,yes,yes,yes,month-to-month,yes,electronic check,54.45,706.85,1
7109-CQYUZ,male,0,no,no,52,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,89.25,4652.4,0
2826-UWHIS,male,0,yes,no,45,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),81.4,3775.85,0
8183-ONMXC,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.75,159.45,1
4929-ROART,male,0,no,no,18,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,56.25,969.85,0
9330-VOFSZ,female,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),110.8,6640.7,0
6888-SBYAI,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,50.7,50.7,0
0727-IWKVK,male,0,yes,no,9,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.9,741.7,1
8033-VCZGH,male,0,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,103.95,5231.3,0
8198-RKSZG,female,0,yes,yes,14,yes,yes,dsl,no,yes,no,yes,yes,yes,month-to-month,no,credit card (automatic),80.45,1137.05,0
3472-QPRCH,male,0,yes,yes,40,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.25,1006.9,0
2012-NWRPA,female,1,yes,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.55,1131.2,1
7196-LIWRH,female,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,124.45,0
0531-ZZJWQ,male,1,yes,no,55,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.0,4052.4,0
7030-NJVDP,male,0,yes,no,24,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,89.25,2210.2,0
6164-HAQTX,male,0,no,no,71,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),53.95,3888.65,0
9496-IVVRP,female,0,yes,yes,11,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),51.0,581.7,0
2067-QYTCF,female,0,yes,no,64,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.15,6953.4,0
0362-RAOQO,female,0,no,no,40,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.65,830.25,0
6281-FKEWS,female,0,no,no,44,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,49.05,2265.0,0
6345-HOVES,male,0,no,no,34,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.05,852.7,0
9281-PKKZE,female,0,yes,no,46,no,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,43.95,2007.85,0
4086-ATNFV,female,0,yes,yes,34,yes,no,dsl,yes,yes,yes,no,no,no,one year,yes,mailed check,60.8,2042.05,0
0537-QYZZN,male,1,yes,yes,24,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,79.85,1857.75,0
6941-PMGEP,female,0,no,no,5,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.0,412.5,1
4877-TSOFF,female,0,yes,yes,55,yes,yes,dsl,yes,yes,no,yes,no,yes,one year,yes,bank transfer (automatic),75.75,4264.25,0
0308-GIQJT,male,1,no,no,71,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),105.75,7382.85,0
7395-XWZOY,male,0,no,no,20,no,no phone service,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),55.0,1165.55,0
3528-HFRIQ,male,1,yes,no,71,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),52.3,3765.05,0
2722-VOJQL,male,0,no,no,64,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,credit card (automatic),105.65,6903.1,1
5140-FOMCQ,female,0,yes,no,59,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),109.15,6557.75,0
3200-MNQTF,male,0,yes,no,67,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),70.9,4677.1,0
3724-UCSHY,male,0,yes,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.55,122.9,0
2208-NQBCT,female,0,yes,yes,26,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,no,electronic check,81.95,2070.05,0
8205-MQUGY,male,0,yes,yes,12,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,49.2,571.15,0
7998-WNZEM,male,0,no,no,71,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,bank transfer (automatic),80.6,5708.2,0
2869-ADAWR,female,0,no,no,45,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),89.3,4016.85,1
4946-EDSEW,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.25,180.3,1
7164-BPTUT,male,0,no,yes,57,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,89.55,5012.35,0
7729-XBTWX,male,0,yes,yes,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.75,1344.5,0
2235-ZGKPT,female,0,yes,yes,4,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,50.85,239.55,1
0596-BQCEQ,female,0,yes,yes,62,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,100.15,6283.3,1
6469-MRVET,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,20.2,20.2,0
1092-WPIVQ,female,0,yes,yes,18,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.1,428.45,0
7639-LIAYI,male,0,no,no,52,yes,yes,dsl,yes,no,no,yes,yes,yes,two year,yes,credit card (automatic),79.75,4217.8,0
6030-REHUX,female,1,yes,no,28,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,110.85,3204.4,0
2120-SMPEX,male,0,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.15,536.35,0
4724-WXVWF,male,0,no,no,48,yes,yes,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,95.4,4445.3,0
5897-ZYEKH,female,1,yes,no,67,yes,yes,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,105.6,7112.15,0
7009-LGECI,female,0,no,no,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.55,235.65,0
8498-XXGWA,female,0,yes,no,65,yes,no,dsl,yes,no,yes,no,no,no,month-to-month,yes,mailed check,55.15,3673.15,0
1577-HKTFG,female,0,yes,no,30,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.65,655.85,1
5440-FLBQG,male,1,yes,no,69,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),108.4,7318.2,1
1371-WEPDS,male,1,yes,no,40,yes,no,dsl,no,no,no,no,no,yes,one year,no,electronic check,55.8,2283.3,0
3197-ARFOY,female,1,no,no,19,yes,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,mailed check,105.0,2007.25,0
9397-TZSHA,female,0,no,no,69,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),24.6,1678.05,0
4967-WPNCF,male,0,no,no,72,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),63.7,4464.8,0
8029-XYPWT,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.05,8016.6,0
1099-GODLO,female,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.35,20.35,0
4890-VMUAV,male,0,no,no,63,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,no,electronic check,71.5,4576.3,0
0533-BNWKF,female,1,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.45,4874.7,1
0727-BNRLG,male,0,no,no,69,yes,yes,fiber optic,no,yes,yes,yes,yes,no,two year,yes,credit card (automatic),97.65,6743.55,0
1478-VPOAD,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,43.8,43.8,0
0133-BMFZO,female,0,no,no,2,yes,no,fiber optic,yes,yes,no,yes,no,no,month-to-month,yes,electronic check,86.25,181.65,1
6289-CPNLD,male,0,yes,yes,33,yes,no,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed check,73.9,2405.05,1
4295-YURET,female,1,yes,yes,56,yes,no,dsl,yes,no,no,yes,yes,yes,two year,yes,credit card (automatic),72.6,4084.35,0
2137-DQMEV,male,0,yes,yes,68,no,no phone service,dsl,yes,yes,no,no,yes,no,one year,no,mailed check,44.8,2983.65,0
0567-XRHCU,female,0,yes,yes,69,no,no phone service,dsl,yes,no,yes,no,no,yes,two year,yes,credit card (automatic),43.95,2960.1,0
0118-JPNOY,female,1,no,no,26,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,credit card (automatic),85.8,2193.65,0
3292-PBZEJ,male,1,no,no,11,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.4,1183.05,0
5186-EJEGL,male,0,no,no,9,yes,no,dsl,yes,no,yes,yes,yes,no,month-to-month,yes,mailed check,69.5,653.25,0
5656-JAMLX,male,0,no,no,62,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.85,1253.65,0
9506-UXUSK,male,0,no,no,13,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,931.75,0
6397-JNZZG,female,1,yes,no,43,no,no phone service,dsl,no,yes,yes,no,yes,yes,month-to-month,no,credit card (automatic),55.55,2342.2,1
9274-UARKJ,female,0,no,no,15,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),83.2,1130.0,0
1347-KTTTA,male,0,yes,no,64,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),102.45,6654.1,0
7508-SMHXL,female,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,no,credit card (automatic),89.0,1288.3,0
3022-BEXHZ,male,0,yes,yes,67,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.2,7530.8,0
1842-EZJMK,male,0,yes,yes,50,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,103.7,5071.05,1
3062-ICYZQ,female,0,yes,yes,51,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.8,4539.35,0
1098-KFQEC,female,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,1083.0,0
9067-YGSCA,female,0,no,no,70,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),26.05,1856.4,0
2862-JVEOY,male,0,no,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.15,124.4,0
3192-NQECA,male,0,yes,no,68,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),110.0,7611.85,1
4378-BZYFP,male,0,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.5,365.8,0
3506-OVLKD,male,0,no,no,35,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),26.2,954.9,0
5555-RNPGT,male,0,no,yes,10,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),24.8,223.9,0
7938-OUHIO,male,0,no,no,3,yes,no,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,98.7,293.65,1
4361-JEIVL,male,0,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.4,44.4,1
9498-FIMXL,female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,19.2,161.95,0
5208-FVQKB,male,0,yes,no,70,yes,no,dsl,yes,yes,no,yes,no,yes,two year,no,mailed check,67.95,4664.15,0
0617-AQNWT,female,0,yes,no,64,no,no phone service,dsl,yes,no,yes,yes,no,yes,two year,no,electronic check,47.85,3147.5,1
9070-BCKQP,female,0,yes,no,72,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,credit card (automatic),110.15,7881.2,0
6834-NXDCA,female,0,no,no,13,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,23.9,300.8,1
2609-IAICY,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,77.15,77.15,1
5091-HFAZW,female,0,no,no,2,yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,91.15,168.5,0
7392-YYPYJ,male,0,no,no,22,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.65,2415.95,0
2612-RRIDN,male,0,no,no,4,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,81.0,340.85,1
1113-IUJYX,female,0,yes,no,14,yes,no,fiber optic,yes,yes,no,yes,yes,yes,one year,no,mailed check,105.95,1348.9,1
4658-HCOHW,female,0,yes,yes,21,yes,no,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,102.8,2110.15,1
7629-WIXZF,female,0,no,no,7,yes,no,dsl,yes,no,no,no,no,yes,one year,yes,electronic check,59.1,369.25,0
9971-ZWPBF,male,1,yes,yes,34,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,108.9,3625.2,0
